,Time,Temperature_Probe1,Temperature_Probe2
12125,121.25,98.0,63.8
12126,121.26,97.8,63.9
12127,121.27,97.8,64.0
12128,121.28,98.2,64.2
12129,121.29,97.4,64.2
12130,121.3,97.9,64.3
12131,121.31,97.8,64.5
12132,121.32,97.8,64.5
12133,121.33,98.2,64.7
12134,121.34,97.4,64.7
12135,121.35,98.0,64.9
12136,121.36,97.8,65.1
12137,121.37,97.8,65.1
12138,121.38,98.2,65.4
12139,121.39,97.3,65.4
12140,121.4,98.0,65.6
12141,121.41,97.8,65.6
12142,121.42,97.8,65.8
12143,121.43,98.2,65.9
12144,121.44,97.5,65.9
12145,121.45,97.9,66.1
12146,121.46,97.8,66.2
12147,121.47,97.8,66.3
12148,121.48,98.3,66.5
12149,121.49,97.5,66.5
12150,121.5,97.9,66.7
12151,121.51,97.9,66.8
12152,121.52,97.8,66.8
12153,121.53,98.3,67.0
12154,121.54,97.5,67.0
12155,121.55,98.0,67.2
12156,121.56,97.8,67.3
12157,121.57,97.9,67.4
12158,121.58,98.3,67.6
12159,121.59,97.5,67.6
12160,121.6,98.0,67.7
12161,121.61,97.9,67.9
12162,121.62,97.9,67.9
12163,121.63,98.3,68.1
12164,121.64,97.5,68.1
12165,121.65,98.0,68.2
12166,121.66,97.9,68.4
12167,121.67,97.9,68.4
12168,121.68,98.3,68.6
12169,121.69,97.5,68.6
12170,121.7,98.0,68.8
12171,121.71,97.9,68.9
12172,121.72,97.8,69.0
12173,121.73,98.3,69.1
12174,121.74,97.5,69.1
12175,121.75,98.0,69.3
12176,121.76,97.8,69.4
12177,121.77,97.9,69.5
12178,121.78,98.3,69.6
12179,121.79,97.6,69.6
12180,121.8,97.9,69.8
12181,121.81,97.8,69.9
12182,121.82,97.9,69.9
12183,121.83,98.3,70.1
12184,121.84,97.6,70.1
12185,121.85,98.0,70.2
12186,121.86,97.8,70.3
12187,121.87,98.0,70.4
12188,121.88,98.4,70.6
12189,121.89,97.7,70.5
12190,121.9,98.0,70.7
12191,121.91,97.8,70.8
12192,121.92,98.0,70.9
12193,121.93,98.3,71.1
12194,121.94,97.7,71.0
12195,121.95,98.1,71.2
12196,121.96,97.8,71.3
12197,121.97,98.0,71.4
12198,121.98,98.3,71.6
12199,121.99,97.7,71.5
12200,122.0,98.1,71.7
12201,122.01,97.9,71.7
12202,122.02,98.0,71.8
12203,122.03,98.3,72.0
12204,122.04,97.7,72.0
12205,122.05,98.0,72.1
12206,122.06,97.9,72.2
12207,122.07,98.0,72.3
12208,122.08,98.4,72.5
12209,122.09,97.7,72.4
12210,122.1,98.0,72.6
12211,122.11,97.8,72.7
12212,122.12,98.0,72.8
12213,122.13,98.4,72.9
12214,122.14,97.7,72.9
12215,122.15,98.0,73.0
12216,122.16,97.8,73.1
12217,122.17,98.0,73.2
12218,122.18,98.4,73.3
12219,122.19,97.8,73.3
12220,122.2,98.0,73.4
12221,122.21,97.9,73.5
12222,122.22,98.0,73.6
12223,122.23,98.4,73.7
12224,122.24,97.7,73.7
12225,122.25,98.0,73.8
12226,122.26,97.9,73.9
12227,122.27,98.0,74.0
12228,122.28,98.3,74.2
12229,122.29,97.7,74.2
12230,122.3,98.0,74.2
12231,122.31,97.9,74.3
12232,122.32,97.9,74.4
12233,122.33,98.3,74.5
12234,122.34,97.7,74.5
12235,122.35,97.9,74.6
12236,122.36,98.0,74.7
12237,122.37,97.9,74.7
12238,122.38,98.3,74.9
12239,122.39,97.7,75.0
12240,122.4,98.1,75.0
12241,122.41,98.0,75.1
12242,122.42,97.8,75.2
12243,122.43,98.3,75.3
12244,122.44,97.7,75.3
12245,122.45,98.1,75.4
12246,122.46,98.0,75.5
12247,122.47,97.9,75.6
12248,122.48,98.3,75.7
12249,122.49,97.7,75.7
12250,122.5,98.1,75.8
12251,122.51,98.0,75.8
12252,122.52,97.9,75.9
12253,122.53,98.4,76.1
12254,122.54,97.7,76.1
12255,122.55,98.0,76.1
12256,122.56,98.0,76.2
12257,122.57,97.9,76.3
12258,122.58,98.4,76.5
12259,122.59,97.7,76.4
12260,122.6,98.0,76.5
12261,122.61,97.9,76.6
12262,122.62,98.0,76.6
12263,122.63,98.4,76.8
12264,122.64,97.7,76.7
12265,122.65,98.0,76.9
12266,122.66,97.9,76.9
12267,122.67,98.0,77.0
12268,122.68,98.3,77.1
12269,122.69,97.8,77.1
12270,122.7,98.0,77.2
12271,122.71,98.0,77.3
12272,122.72,98.0,77.4
12273,122.73,98.3,77.5
12274,122.74,97.7,77.5
12275,122.75,97.9,77.5
12276,122.76,98.0,77.7
12277,122.77,97.9,77.7
12278,122.78,98.2,77.8
12279,122.79,97.7,77.8
12280,122.8,98.0,78.0
12281,122.81,98.0,78.1
12282,122.82,97.9,78.1
12283,122.83,98.2,78.3
12284,122.84,97.7,78.3
12285,122.85,98.1,78.4
12286,122.86,98.0,78.4
12287,122.87,97.9,78.4
12288,122.88,98.2,78.5
12289,122.89,97.7,78.5
12290,122.9,98.1,78.7
12291,122.91,98.0,78.7
12292,122.92,98.0,78.8
12293,122.93,98.4,78.9
12294,122.94,97.7,78.8
12295,122.95,98.1,79.0
12296,122.96,97.9,79.1
12297,122.97,98.0,79.1
12298,122.98,98.3,79.3
12299,122.99,97.8,79.1
12300,123.0,98.0,79.3
12301,123.01,98.0,79.3
12302,123.02,98.0,79.4
12303,123.03,98.2,79.6
12304,123.04,97.8,79.5
12305,123.05,98.0,79.6
12306,123.06,98.0,79.6
12307,123.07,97.9,79.8
12308,123.08,98.2,79.8
12309,123.09,97.8,79.8
12310,123.1,98.0,79.8
12311,123.11,98.0,80.0
12312,123.12,97.9,80.0
12313,123.13,98.2,80.1
12314,123.14,97.7,80.1
12315,123.15,98.1,80.2
12316,123.16,98.0,80.3
12317,123.17,97.9,80.3
12318,123.18,98.2,80.4
12319,123.19,97.7,80.4
12320,123.2,98.1,80.5
12321,123.21,98.0,80.6
12322,123.22,98.0,80.6
12323,123.23,98.3,80.7
12324,123.24,97.7,80.7
12325,123.25,98.1,80.8
12326,123.26,97.9,80.9
12327,123.27,98.0,80.9
12328,123.28,98.3,81.0
12329,123.29,97.8,81.0
12330,123.3,98.0,81.1
12331,123.31,98.0,81.1
12332,123.32,98.0,81.2
12333,123.33,98.2,81.3
12334,123.34,97.8,81.3
12335,123.35,98.0,81.3
12336,123.36,98.0,81.4
12337,123.37,97.9,81.5
12338,123.38,98.2,81.6
12339,123.39,97.8,81.6
12340,123.4,98.0,81.6
12341,123.41,98.0,81.7
12342,123.42,98.0,81.7
12343,123.43,98.3,81.9
12344,123.44,97.8,81.8
12345,123.45,98.1,81.9
12346,123.46,98.0,81.9
12347,123.47,98.0,81.9
12348,123.48,98.3,82.1
12349,123.49,97.7,82.0
12350,123.5,98.1,82.1
12351,123.51,98.1,82.2
12352,123.52,98.0,82.3
12353,123.53,98.3,82.4
12354,123.54,97.7,82.3
12355,123.55,98.0,82.4
12356,123.56,98.0,82.4
12357,123.57,98.0,82.5
12358,123.58,98.3,82.7
12359,123.59,97.8,82.6
12360,123.6,98.0,82.7
12361,123.61,98.0,82.7
12362,123.62,98.0,82.7
12363,123.63,98.3,82.9
12364,123.64,97.8,82.9
12365,123.65,98.0,82.9
12366,123.66,98.0,82.9
12367,123.67,97.9,83.0
12368,123.68,98.3,83.1
12369,123.69,97.8,83.1
12370,123.7,98.1,83.2
12371,123.71,98.1,83.2
12372,123.72,98.0,83.2
12373,123.73,98.5,83.3
12374,123.74,97.7,83.3
12375,123.75,98.1,83.4
12376,123.76,98.0,83.5
12377,123.77,98.0,83.5
12378,123.78,98.3,83.6
12379,123.79,97.8,83.5
12380,123.8,98.0,83.6
12381,123.81,98.0,83.7
12382,123.82,98.1,83.7
12383,123.83,98.3,83.8
12384,123.84,97.7,83.8
12385,123.85,98.1,83.9
12386,123.86,98.1,84.0
12387,123.87,97.9,84.0
12388,123.88,98.3,84.1
12389,123.89,97.9,84.0
12390,123.9,98.1,84.1
12391,123.91,98.0,84.1
12392,123.92,98.0,84.1
12393,123.93,98.2,84.3
12394,123.94,97.9,84.2
12395,123.95,98.0,84.3
12396,123.96,98.0,84.4
12397,123.97,98.0,84.4
12398,123.98,98.2,84.5
12399,123.99,97.8,84.5
12400,124.0,97.9,84.5
12401,124.01,98.0,84.6
12402,124.02,98.0,84.6
12403,124.03,98.4,84.7
12404,124.04,97.8,84.7
12405,124.05,98.0,84.7
12406,124.06,98.0,84.8
12407,124.07,98.0,84.9
12408,124.08,98.4,84.9
12409,124.09,97.7,84.9
12410,124.1,98.1,84.9
12411,124.11,98.0,84.9
12412,124.12,98.0,85.1
12413,124.13,98.3,85.2
12414,124.14,97.7,85.1
12415,124.15,98.1,85.2
12416,124.16,98.0,85.2
12417,124.17,98.0,85.2
12418,124.18,98.3,85.4
12419,124.19,97.7,85.3
12420,124.2,98.1,85.4
12421,124.21,98.0,85.5
12422,124.22,97.9,85.5
12423,124.23,98.3,85.6
12424,124.24,97.8,85.5
12425,124.25,98.0,85.7
12426,124.26,98.0,85.6
12427,124.27,97.9,85.7
12428,124.28,98.3,85.7
12429,124.29,97.8,85.7
12430,124.3,98.0,85.8
12431,124.31,98.0,85.8
12432,124.32,97.9,85.8
12433,124.33,98.3,86.0
12434,124.34,97.8,85.9
12435,124.35,98.0,86.0
12436,124.36,98.0,86.0
12437,124.37,97.9,86.0
12438,124.38,98.3,86.1
12439,124.39,97.8,86.1
12440,124.4,98.0,86.2
12441,124.41,98.0,86.3
12442,124.42,97.9,86.3
12443,124.43,98.2,86.3
12444,124.44,97.8,86.3
12445,124.45,97.9,86.5
12446,124.46,98.0,86.6
12447,124.47,97.8,86.6
12448,124.48,98.2,86.6
12449,124.49,97.8,86.6
12450,124.5,98.0,86.7
12451,124.51,98.0,86.7
12452,124.52,97.9,86.7
12453,124.53,98.3,86.9
12454,124.54,97.8,86.9
12455,124.55,98.0,86.9
12456,124.56,98.0,86.9
12457,124.57,97.9,86.9
12458,124.58,98.2,87.0
12459,124.59,97.8,87.0
12460,124.6,98.0,87.0
12461,124.61,98.0,87.1
12462,124.62,97.9,87.1
12463,124.63,98.3,87.2
12464,124.64,97.8,87.2
12465,124.65,98.0,87.2
12466,124.66,98.0,87.3
12467,124.67,97.9,87.3
12468,124.68,98.2,87.5
12469,124.69,97.8,87.3
12470,124.7,98.0,87.5
12471,124.71,98.0,87.5
12472,124.72,97.9,87.5
12473,124.73,98.3,87.5
12474,124.74,97.8,87.5
12475,124.75,97.9,87.5
12476,124.76,98.0,87.6
12477,124.77,97.9,87.6
12478,124.78,98.3,87.7
12479,124.79,97.8,87.7
12480,124.8,98.0,87.7
12481,124.81,98.0,87.9
12482,124.82,97.9,87.8
12483,124.83,98.2,87.9
12484,124.84,97.8,87.9
12485,124.85,98.0,87.9
12486,124.86,98.0,87.9
12487,124.87,97.9,87.9
12488,124.88,98.2,88.0
12489,124.89,97.8,88.1
12490,124.9,98.0,88.1
12491,124.91,98.0,88.2
12492,124.92,97.8,88.2
12493,124.93,98.3,88.2
12494,124.94,97.8,88.2
12495,124.95,98.0,88.2
12496,124.96,98.0,88.2
12497,124.97,97.9,88.2
12498,124.98,98.3,88.4
12499,124.99,97.8,88.3
12500,125.0,98.0,88.4
12501,125.01,98.0,88.4
12502,125.02,97.9,88.5
12503,125.03,98.3,88.6
12504,125.04,97.9,88.5
12505,125.05,98.0,88.6
12506,125.06,98.0,88.6
12507,125.07,97.9,88.6
12508,125.08,98.3,88.7
12509,125.09,97.8,88.6
12510,125.1,98.0,88.7
12511,125.11,98.0,88.7
12512,125.12,97.9,88.8
12513,125.13,98.3,88.9
12514,125.14,97.7,88.8
12515,125.15,98.0,88.8
12516,125.16,98.0,88.9
12517,125.17,97.9,88.9
12518,125.18,98.3,89.0
12519,125.19,97.7,89.0
12520,125.2,98.0,89.0
12521,125.21,98.1,89.0
12522,125.22,98.0,89.0
12523,125.23,98.4,89.1
12524,125.24,97.7,89.0
12525,125.25,98.0,89.1
12526,125.26,98.0,89.1
12527,125.27,98.0,89.1
12528,125.28,98.4,89.3
12529,125.29,97.8,89.2
12530,125.3,98.0,89.3
12531,125.31,98.0,89.2
12532,125.32,98.0,89.4
12533,125.33,98.3,89.4
12534,125.34,97.8,89.4
12535,125.35,98.0,89.4
12536,125.36,98.0,89.4
12537,125.37,98.0,89.4
12538,125.38,98.4,89.5
12539,125.39,97.8,89.4
12540,125.4,98.0,89.5
12541,125.41,97.9,89.5
12542,125.42,98.0,89.5
12543,125.43,98.4,89.7
12544,125.44,97.8,89.6
12545,125.45,98.0,89.7
12546,125.46,98.0,89.7
12547,125.47,98.0,89.8
12548,125.48,98.3,89.8
12549,125.49,97.8,89.8
12550,125.5,98.0,89.8
12551,125.51,98.0,89.9
12552,125.52,97.9,89.9
12553,125.53,98.3,89.9
12554,125.54,97.9,89.9
12555,125.55,98.0,89.9
12556,125.56,98.0,90.0
12557,125.57,97.9,90.0
12558,125.58,98.3,90.1
12559,125.59,97.9,90.0
12560,125.6,98.0,90.1
12561,125.61,98.0,90.1
12562,125.62,97.9,90.2
12563,125.63,98.3,90.2
12564,125.64,97.7,90.2
12565,125.65,98.0,90.2
12566,125.66,98.0,90.2
12567,125.67,98.0,90.2
12568,125.68,98.3,90.4
12569,125.69,97.7,90.2
12570,125.7,98.0,90.4
12571,125.71,98.0,90.3
12572,125.72,98.0,90.4
12573,125.73,98.3,90.4
12574,125.74,97.7,90.4
12575,125.75,98.0,90.4
12576,125.76,98.0,90.4
12577,125.77,98.0,90.5
12578,125.78,98.3,90.5
12579,125.79,97.7,90.5
12580,125.8,98.0,90.5
12581,125.81,98.0,90.5
12582,125.82,98.0,90.6
12583,125.83,98.3,90.8
12584,125.84,97.7,90.6
12585,125.85,97.9,90.7
12586,125.86,98.0,90.7
12587,125.87,98.0,90.8
12588,125.88,98.3,90.8
12589,125.89,97.7,90.8
12590,125.9,97.9,90.8
12591,125.91,97.9,90.9
12592,125.92,98.0,90.9
12593,125.93,98.3,90.9
12594,125.94,97.7,90.9
12595,125.95,98.0,90.9
12596,125.96,97.8,90.9
12597,125.97,98.0,90.9
12598,125.98,98.3,91.0
12599,125.99,97.8,90.9
12600,126.0,98.0,91.0
12601,126.01,97.9,91.0
12602,126.02,97.9,91.0
12603,126.03,98.3,91.1
12604,126.04,97.7,91.1
12605,126.05,98.0,91.1
12606,126.06,97.8,91.1
12607,126.07,97.8,91.2
12608,126.08,98.2,91.2
12609,126.09,97.8,91.2
12610,126.1,97.9,91.2
12611,126.11,97.9,91.2
12612,126.12,97.9,91.2
12613,126.13,98.2,91.4
12614,126.14,97.8,91.3
12615,126.15,97.9,91.4
12616,126.16,97.8,91.4
12617,126.17,97.8,91.4
12618,126.18,98.2,91.5
12619,126.19,97.7,91.5
12620,126.2,97.9,91.5
12621,126.21,97.9,91.5
12622,126.22,97.8,91.5
12623,126.23,98.2,91.5
12624,126.24,97.7,91.5
12625,126.25,97.9,91.5
12626,126.26,97.9,91.5
12627,126.27,97.8,91.5
12628,126.28,98.1,91.6
12629,126.29,97.8,91.5
12630,126.3,97.9,91.6
12631,126.31,98.0,91.6
12632,126.32,97.8,91.6
12633,126.33,98.2,91.7
12634,126.34,97.7,91.7
12635,126.35,97.9,91.6
12636,126.36,97.9,91.8
12637,126.37,97.8,91.7
12638,126.38,98.2,91.8
12639,126.39,97.8,91.7
12640,126.4,97.8,91.8
12641,126.41,97.8,91.8
12642,126.42,97.8,91.8
12643,126.43,98.1,91.9
12644,126.44,97.7,91.8
12645,126.45,97.8,91.9
12646,126.46,97.8,91.9
12647,126.47,97.8,92.0
12648,126.48,98.2,92.1
12649,126.49,97.6,92.0
12650,126.5,97.8,92.1
12651,126.51,97.7,92.0
12652,126.52,97.8,92.1
12653,126.53,98.1,92.1
12654,126.54,97.6,92.1
12655,126.55,97.8,92.1
12656,126.56,97.8,92.1
12657,126.57,97.8,92.1
12658,126.58,98.1,92.1
12659,126.59,97.6,92.1
12660,126.6,97.8,92.1
12661,126.61,97.7,92.1
12662,126.62,97.8,92.1
12663,126.63,98.1,92.2
12664,126.64,97.6,92.1
12665,126.65,97.8,92.2
12666,126.66,97.7,92.2
12667,126.67,97.8,92.2
12668,126.68,98.1,92.3
12669,126.69,97.6,92.3
12670,126.7,97.8,92.3
12671,126.71,97.8,92.3
12672,126.72,97.8,92.4
12673,126.73,98.1,92.3
12674,126.74,97.7,92.4
12675,126.75,97.8,92.4
12676,126.76,97.7,92.4
12677,126.77,97.8,92.5
12678,126.78,98.0,92.5
12679,126.79,97.7,92.5
12680,126.8,97.8,92.5
12681,126.81,97.7,92.6
12682,126.82,97.8,92.6
12683,126.83,98.0,92.6
12684,126.84,97.7,92.6
12685,126.85,97.8,92.6
12686,126.86,97.9,92.6
12687,126.87,97.7,92.6
12688,126.88,98.0,92.6
12689,126.89,97.7,92.6
12690,126.9,97.8,92.7
12691,126.91,97.9,92.7
12692,126.92,97.8,92.7
12693,126.93,98.0,92.8
12694,126.94,97.8,92.6
12695,126.95,97.8,92.8
12696,126.96,97.9,92.8
12697,126.97,97.8,92.8
12698,126.98,98.1,92.8
12699,126.99,97.7,92.8
12700,127.0,97.8,92.8
12701,127.01,97.9,92.9
12702,127.02,97.8,92.9
12703,127.03,98.1,92.9
12704,127.04,97.7,92.9
12705,127.05,97.9,92.9
12706,127.06,97.8,93.0
12707,127.07,97.8,93.0
12708,127.08,98.1,93.0
12709,127.09,97.7,92.9
12710,127.1,97.8,93.0
12711,127.11,98.0,93.0
12712,127.12,97.9,93.0
12713,127.13,98.1,93.0
12714,127.14,97.7,93.0
12715,127.15,97.8,93.0
12716,127.16,98.0,93.0
12717,127.17,97.9,93.0
12718,127.18,98.1,93.2
12719,127.19,97.7,93.0
12720,127.2,97.9,93.1
12721,127.21,97.9,93.1
12722,127.22,98.0,93.2
12723,127.23,98.1,93.2
12724,127.24,97.8,93.2
12725,127.25,98.0,93.2
12726,127.26,98.0,93.2
12727,127.27,98.0,93.2
12728,127.28,98.1,93.2
12729,127.29,97.8,93.2
12730,127.3,98.0,93.3
12731,127.31,97.9,93.2
12732,127.32,98.0,93.3
12733,127.33,98.1,93.3
12734,127.34,97.8,93.2
12735,127.35,98.0,93.3
12736,127.36,97.9,93.3
12737,127.37,98.0,93.4
12738,127.38,98.1,93.4
12739,127.39,97.8,93.4
12740,127.4,98.0,93.4
12741,127.41,97.9,93.4
12742,127.42,97.9,93.4
12743,127.43,98.1,93.5
12744,127.44,97.8,93.5
12745,127.45,98.0,93.5
12746,127.46,97.9,93.5
12747,127.47,97.9,93.6
12748,127.48,98.1,93.5
12749,127.49,97.8,93.6
12750,127.5,97.9,93.6
12751,127.51,97.9,93.6
12752,127.52,97.8,93.6
12753,127.53,98.0,93.6
12754,127.54,97.8,93.6
12755,127.55,98.0,93.6
12756,127.56,98.0,93.7
12757,127.57,97.9,93.6
12758,127.58,98.0,93.7
12759,127.59,97.8,93.7
12760,127.6,98.0,93.7
12761,127.61,98.0,93.7
12762,127.62,97.8,93.7
12763,127.63,98.0,93.7
12764,127.64,97.8,93.7
12765,127.65,97.9,93.7
12766,127.66,97.9,93.8
12767,127.67,97.8,93.7
12768,127.68,98.0,93.8
12769,127.69,97.7,93.8
12770,127.7,97.9,93.8
12771,127.71,97.9,93.8
12772,127.72,97.8,93.8
12773,127.73,98.0,93.8
12774,127.74,97.8,93.9
12775,127.75,97.8,93.8
12776,127.76,97.9,94.0
12777,127.77,97.8,93.9
12778,127.78,98.0,94.0
12779,127.79,97.8,94.0
12780,127.8,97.9,94.0
12781,127.81,97.9,94.0
12782,127.82,97.8,94.0
12783,127.83,97.9,94.0
12784,127.84,97.8,94.1
12785,127.85,97.9,94.1
12786,127.86,97.9,94.1
12787,127.87,97.8,94.1
12788,127.88,98.0,94.1
12789,127.89,97.8,94.1
12790,127.9,97.8,94.1
12791,127.91,97.9,94.1
12792,127.92,97.8,94.1
12793,127.93,98.0,94.1
12794,127.94,97.8,94.1
12795,127.95,97.8,94.1
12796,127.96,97.9,94.1
12797,127.97,97.8,94.1
12798,127.98,98.0,94.1
12799,127.99,97.7,94.1
12800,128.0,97.8,94.1
12801,128.01,97.9,94.1
12802,128.02,97.7,94.1
12803,128.03,98.0,94.2
12804,128.04,97.7,94.1
12805,128.05,97.8,94.2
12806,128.06,97.8,94.2
12807,128.07,97.7,94.1
12808,128.08,97.9,94.3
12809,128.09,97.7,94.2
12810,128.1,97.8,94.3
12811,128.11,97.8,94.2
12812,128.12,97.7,94.2
12813,128.13,98.0,94.3
12814,128.14,97.7,94.3
12815,128.15,97.8,94.3
12816,128.16,97.8,94.4
12817,128.17,97.6,94.2
12818,128.18,97.9,94.4
12819,128.19,97.7,94.3
12820,128.2,97.8,94.4
12821,128.21,97.8,94.4
12822,128.22,97.6,94.4
12823,128.23,98.0,94.4
12824,128.24,97.7,94.4
12825,128.25,97.9,94.4
12826,128.26,97.8,94.4
12827,128.27,97.6,94.4
12828,128.28,98.0,94.5
12829,128.29,97.7,94.4
12830,128.3,97.9,94.5
12831,128.31,97.8,94.4
12832,128.32,97.7,94.4
12833,128.33,98.0,94.5
12834,128.34,97.7,94.5
12835,128.35,97.9,94.5
12836,128.36,97.8,94.5
12837,128.37,97.7,94.5
12838,128.38,98.0,94.6
12839,128.39,97.7,94.5
12840,128.4,98.0,94.5
12841,128.41,97.8,94.5
12842,128.42,97.7,94.5
12843,128.43,98.1,94.6
12844,128.44,97.8,94.6
12845,128.45,97.9,94.7
12846,128.46,97.8,94.6
12847,128.47,97.7,94.6
12848,128.48,98.0,94.6
12849,128.49,97.8,94.7
12850,128.5,97.9,94.7
12851,128.51,97.8,94.7
12852,128.52,97.7,94.6
12853,128.53,98.0,94.7
12854,128.54,97.8,94.7
12855,128.55,97.9,94.7
12856,128.56,97.9,94.7
12857,128.57,97.7,94.7
12858,128.58,97.9,94.7
12859,128.59,97.8,94.8
12860,128.6,97.8,94.8
12861,128.61,98.0,94.8
12862,128.62,97.7,94.7
12863,128.63,97.9,94.7
12864,128.64,97.8,94.8
12865,128.65,97.9,94.8
12866,128.66,97.9,94.8
12867,128.67,97.7,94.8
12868,128.68,97.9,94.8
12869,128.69,97.8,94.8
12870,128.7,97.9,94.9
12871,128.71,98.0,94.9
12872,128.72,97.7,94.8
12873,128.73,98.0,94.9
12874,128.74,97.8,95.0
12875,128.75,97.9,94.9
12876,128.76,98.0,95.0
12877,128.77,97.7,94.9
12878,128.78,98.0,95.0
12879,128.79,97.8,95.0
12880,128.8,97.9,95.0
12881,128.81,98.0,95.0
12882,128.82,97.8,95.0
12883,128.83,98.0,95.0
12884,128.84,97.9,95.0
12885,128.85,97.9,95.0
12886,128.86,98.0,95.0
12887,128.87,97.8,95.0
12888,128.88,98.0,95.0
12889,128.89,97.8,95.0
12890,128.9,98.0,95.1
12891,128.91,97.9,95.1
12892,128.92,97.7,95.1
12893,128.93,98.0,95.1
12894,128.94,97.7,95.1
12895,128.95,97.9,95.1
12896,128.96,98.0,95.1
12897,128.97,97.7,95.0
12898,128.98,98.1,95.1
12899,128.99,97.8,95.1
12900,129.0,97.9,95.1
12901,129.01,97.9,95.1
12902,129.02,97.8,95.1
12903,129.03,98.0,95.2
12904,129.04,97.8,95.1
12905,129.05,97.9,95.2
12906,129.06,98.0,95.2
12907,129.07,97.7,95.1
12908,129.08,98.0,95.2
12909,129.09,97.8,95.2
12910,129.1,97.9,95.2
12911,129.11,97.9,95.2
12912,129.12,97.6,95.1
12913,129.13,98.0,95.3
12914,129.14,97.8,95.2
12915,129.15,97.9,95.3
12916,129.16,98.0,95.2
12917,129.17,97.6,95.2
12918,129.18,98.0,95.3
12919,129.19,97.8,95.3
12920,129.2,97.9,95.3
12921,129.21,97.9,95.3
12922,129.22,97.6,95.2
12923,129.23,98.0,95.4
12924,129.24,97.8,95.3
12925,129.25,98.0,95.4
12926,129.26,97.9,95.3
12927,129.27,97.6,95.3
12928,129.28,98.0,95.4
12929,129.29,97.8,95.3
12930,129.3,97.9,95.4
12931,129.31,98.0,95.3
12932,129.32,97.6,95.3
12933,129.33,98.1,95.5
12934,129.34,97.8,95.4
12935,129.35,98.0,95.5
12936,129.36,97.9,95.4
12937,129.37,97.6,95.3
12938,129.38,98.1,95.5
12939,129.39,97.8,95.4
12940,129.4,98.0,95.5
12941,129.41,98.0,95.4
12942,129.42,97.6,95.4
12943,129.43,98.1,95.4
12944,129.44,97.9,95.5
12945,129.45,98.0,95.4
12946,129.46,97.9,95.5
12947,129.47,97.6,95.4
12948,129.48,98.1,95.5
12949,129.49,97.9,95.5
12950,129.5,98.0,95.5
12951,129.51,97.9,95.5
12952,129.52,97.7,95.5
12953,129.53,98.0,95.5
12954,129.54,98.0,95.6
12955,129.55,98.0,95.5
12956,129.56,97.9,95.6
12957,129.57,97.7,95.5
12958,129.58,98.0,95.6
12959,129.59,97.9,95.5
12960,129.6,98.0,95.6
12961,129.61,98.0,95.6
12962,129.62,97.7,95.5
12963,129.63,98.0,95.6
12964,129.64,98.0,95.6
12965,129.65,97.9,95.6
12966,129.66,98.0,95.6
12967,129.67,97.7,95.6
12968,129.68,98.0,95.6
12969,129.69,97.9,95.6
12970,129.7,98.0,95.6
12971,129.71,98.0,95.6
12972,129.72,97.7,95.6
12973,129.73,98.0,95.6
12974,129.74,98.0,95.7
12975,129.75,98.0,95.6
12976,129.76,98.1,95.7
12977,129.77,97.7,95.6
12978,129.78,98.0,95.7
12979,129.79,98.0,95.6
12980,129.8,98.0,95.7
12981,129.81,98.0,95.7
12982,129.82,97.7,95.7
12983,129.83,98.0,95.7
12984,129.84,97.8,95.7
12985,129.85,97.9,95.8
12986,129.86,98.1,95.8
12987,129.87,97.7,95.7
12988,129.88,98.1,95.8
12989,129.89,97.8,95.8
12990,129.9,98.0,95.8
12991,129.91,98.0,95.8
12992,129.92,97.7,95.7
12993,129.93,98.1,95.8
12994,129.94,97.8,95.8
12995,129.95,98.0,95.8
12996,129.96,98.1,95.8
12997,129.97,97.7,95.8
12998,129.98,98.1,95.9
12999,129.99,97.8,95.8
13000,130.0,98.0,95.8
13001,130.01,98.0,95.9
13002,130.02,97.8,95.8
13003,130.03,98.1,95.9
13004,130.04,97.9,95.8
13005,130.05,98.0,95.9
13006,130.06,98.0,95.9
13007,130.07,97.7,95.8
13008,130.08,98.1,95.9
13009,130.09,97.8,95.9
13010,130.1,98.0,95.9
13011,130.11,98.0,95.9
13012,130.12,97.7,95.8
13013,130.13,98.1,96.0
13014,130.14,97.9,95.9
13015,130.15,98.0,95.9
13016,130.16,98.0,95.9
13017,130.17,97.7,95.9
13018,130.18,98.1,96.0
13019,130.19,97.9,96.0
13020,130.2,98.0,96.0
13021,130.21,98.0,96.0
13022,130.22,97.7,95.9
13023,130.23,98.1,96.0
13024,130.24,97.9,96.0
13025,130.25,98.0,96.0
13026,130.26,98.0,96.0
13027,130.27,97.7,95.9
13028,130.28,98.1,96.0
13029,130.29,97.9,96.0
13030,130.3,98.0,96.0
13031,130.31,98.0,96.0
13032,130.32,97.7,95.9
13033,130.33,98.1,96.1
13034,130.34,97.9,96.0
13035,130.35,98.1,96.1
13036,130.36,98.0,96.0
13037,130.37,97.7,96.0
13038,130.38,98.1,96.1
13039,130.39,98.0,96.0
13040,130.4,98.1,96.0
13041,130.41,98.0,96.0
13042,130.42,97.7,96.0
13043,130.43,98.1,96.1
13044,130.44,98.0,96.0
13045,130.45,98.1,96.0
13046,130.46,98.0,96.1
13047,130.47,97.7,96.0
13048,130.48,98.1,96.0
13049,130.49,98.0,96.1
13050,130.5,98.0,96.1
13051,130.51,98.0,96.1
13052,130.52,97.7,96.1
13053,130.53,98.1,96.1
13054,130.54,98.0,96.1
13055,130.55,98.0,96.1
